Population,Five-Year Age Groups,Gender,Hispanic Origin,Race,Year
895624,40-44 years,Female,Not Hispanic or Latino,Asian or Pacific Islander,2022
1472391,40-44 years,Female,Not Hispanic or Latino,Black or African American,2022
6021800,40-44 years,Female,Not Hispanic or Latino,White,2022
82738,40-44 years,Male,Hispanic or Latino,American Indian or Alaska Native,2022
39783,40-44 years,Male,Hispanic or Latino,Asian or Pacific Islander,2022
120450,40-44 years,Male,Hispanic or Latino,Black or African American,2022
2081671,40-44 years,Male,Hispanic or Latino,White,2022
83970,40-44 years,Male,Not Hispanic or Latino,American Indian or Alaska Native,2022
814197,40-44 years,Male,Not Hispanic or Latino,Asian or Pacific Islander,2022
1354606,40-44 years,Male,Not Hispanic or Latino,Black or African American,2022
6240474,40-44 years,Male,Not Hispanic or Latino,White,2022
62231,45-49 years,Female,Hispanic or Latino,American Indian or Alaska Native,2022
32568,45-49 years,Female,Hispanic or Latino,Asian or Pacific Islander,2022
107994,45-49 years,Female,Hispanic or Latino,Black or African American,2022
1765209,45-49 years,Female,Hispanic or Latino,White,2022
77730,45-49 years,Female,Not Hispanic or Latino,American Indian or Alaska Native,2022
828102,45-49 years,Female,Not Hispanic or Latino,Asian or Pacific Islander,2022
1334539,45-49 years,Female,Not Hispanic or Latino,Black or African American,2022
5570736,45-49 years,Female,Not Hispanic or Latino,White,2022
71332,45-49 years,Male,Hispanic or Latino,American Indian or Alaska Native,2022
32845,45-49 years,Male,Hispanic or Latino,Asian or Pacific Islander,2022
97015,45-49 years,Male,Hispanic or Latino,Black or African American,2022
1864193,45-49 years,Male,Hispanic or Latino,White,2022
75546,45-49 years,Male,Not Hispanic or Latino,American Indian or Alaska Native,2022
748746,45-49 years,Male,Not Hispanic or Latino,Asian or Pacific Islander,2022
1200224,45-49 years,Male,Not Hispanic or Latino,Black or African American,2022
5755089,45-49 years,Male,Not Hispanic or Latino,White,2022
108028,5-9 years,Female,Hispanic or Latino,American Indian or Alaska Native,2022
63535,5-9 years,Female,Hispanic or Latino,Asian or Pacific Islander,2022
192856,5-9 years,Female,Hispanic or Latino,Black or African American,2022
2155750,5-9 years,Female,Hispanic or Latino,White,2022
93216,5-9 years,Female,Not Hispanic or Latino,American Indian or Alaska Native,2022
661846,5-9 years,Female,Not Hispanic or Latino,Asian or Pacific Islander,2022
1514294,5-9 years,Female,Not Hispanic or Latino,Black or African American,2022
4987723,5-9 years,Female,Not Hispanic or Latino,White,2022
110550,5-9 years,Male,Hispanic or Latino,American Indian or Alaska Native,2022
66313,5-9 years,Male,Hispanic or Latino,Asian or Pacific Islander,2022
201804,5-9 years,Male,Hispanic or Latino,Black or African American,2022
2239196,5-9 years,Male,Hispanic or Latino,White,2022
96613,5-9 years,Male,Not Hispanic or Latino,American Indian or Alaska Native,2022
702110,5-9 years,Male,Not Hispanic or Latino,Asian or Pacific Islander,2022
1561603,5-9 years,Male,Not Hispanic or Latino,Black or African American,2022
5253757,5-9 years,Male,Not Hispanic or Latino,White,2022
55758,50-54 years,Female,Hispanic or Latino,American Indian or Alaska Native,2022
28183,50-54 years,Female,Hispanic or Latino,Asian or Pacific Islander,2022
92121,50-54 years,Female,Hispanic or Latino,Black or African American,2022
1605281,50-54 years,Female,Hispanic or Latino,White,2022
80502,50-54 years,Female,Not Hispanic or Latino,American Indian or Alaska Native,2022
772156,50-54 years,Female,Not Hispanic or Latino,Asian or Pacific Islander,2022
1380503,50-54 years,Female,Not Hispanic or Latino,Black or African American,2022
6358402,50-54 years,Female,Not Hispanic or Latino,White,2022
63002,50-54 years,Male,Hispanic or Latino,American Indian or Alaska Native,2022
27995,50-54 years,Male,Hispanic or Latino,Asian or Pacific Islander,2022
83291,50-54 years,Male,Hispanic or Latino,Black or African American,2022
1684577,50-54 years,Male,Hispanic or Latino,White,2022
77914,50-54 years,Male,Not Hispanic or Latino,American Indian or Alaska Native,2022
697552,50-54 years,Male,Not Hispanic or Latino,Asian or Pacific Islander,2022
1242380,50-54 years,Male,Not Hispanic or Latino,Black or African American,2022
6557929,50-54 years,Male,Not Hispanic or Latino,White,2022
47501,55-59 years,Female,Hispanic or Latino,American Indian or Alaska Native,2022
23827,55-59 years,Female,Hispanic or Latino,Asian or Pacific Islander,2022
80060,55-59 years,Female,Hispanic or Latino,Black or African American,2022
1396282,55-59 years,Female,Hispanic or Latino,White,2022
84837,55-59 years,Female,Not Hispanic or Latino,American Indian or Alaska Native,2022
672059,55-59 years,Female,Not Hispanic or Latino,Asian or Pacific Islander,2022
1384021,55-59 years,Female,Not Hispanic or Latino,Black or African American,2022
6904503,55-59 years,Female,Not Hispanic or Latino,White,2022
51965,55-59 years,Male,Hispanic or Latino,American Indian or Alaska Native,2022
22833,55-59 years,Male,Hispanic or Latino,Asian or Pacific Islander,2022
71768,55-59 years,Male,Hispanic or Latino,Black or African American,2022
1426938,55-59 years,Male,Hispanic or Latino,White,2022
78884,55-59 years,Male,Not Hispanic or Latino,American Indian or Alaska Native,2022
597920,55-59 years,Male,Not Hispanic or Latino,Asian or Pacific Islander,2022
1217698,55-59 years,Male,Not Hispanic or Latino,Black or African American,2022
6905917,55-59 years,Male,Not Hispanic or Latino,White,2022
39595,60-64 years,Female,Hispanic or Latino,American Indian or Alaska Native,2022
19542,60-64 years,Female,Hispanic or Latino,Asian or Pacific Islander,2022
65241,60-64 years,Female,Hispanic or Latino,Black or African American,2022
1162927,60-64 years,Female,Hispanic or Latino,White,2022
86361,60-64 years,Female,Not Hispanic or Latino,American Indian or Alaska Native,2022
613504,60-64 years,Female,Not Hispanic or Latino,Asian or Pacific Islander,2022
1339506,60-64 years,Female,Not Hispanic or Latino,Black or African American,2022
7493768,60-64 years,Female,Not Hispanic or Latino,White,2022
40909,60-64 years,Male,Hispanic or Latino,American Indian or Alaska Native,2022
17992,60-64 years,Male,Hispanic or Latino,Asian or Pacific Islander,2022
57523,60-64 years,Male,Hispanic or Latino,Black or African American,2022
1133200,60-64 years,Male,Hispanic or Latino,White,2022
77017,60-64 years,Male,Not Hispanic or Latino,American Indian or Alaska Native,2022
529022,60-64 years,Male,Not Hispanic or Latino,Asian or Pacific Islander,2022
1142395,60-64 years,Male,Not Hispanic or Latino,Black or African American,2022
7299922,60-64 years,Male,Not Hispanic or Latino,White,2022
28714,65-69 years,Female,Hispanic or Latino,American Indian or Alaska Native,2022
14490,65-69 years,Female,Hispanic or Latino,Asian or Pacific Islander,2022
49752,65-69 years,Female,Hispanic or Latino,Black or African American,2022
912188,65-69 years,Female,Hispanic or Latino,White,2022
73234,65-69 years,Female,Not Hispanic or Latino,American Indian or Alaska Native,2022
548688,65-69 years,Female,Not Hispanic or Latino,Asian or Pacific Islander,2022
1131633,65-69 years,Female,Not Hispanic or Latino,Black or African American,2022
6998820,65-69 years,Female,Not Hispanic or Latino,White,2022
28794,65-69 years,Male,Hispanic or Latino,American Indian or Alaska Native,2022
12548,65-69 years,Male,Hispanic or Latino,Asian or Pacific Islander,2022
42211,65-69 years,Male,Hispanic or Latino,Black or African American,2022
819776,65-69 years,Male,Hispanic or Latino,White,2022
62698,65-69 years,Male,Not Hispanic or Latino,American Indian or Alaska Native,2022
449663,65-69 years,Male,Not Hispanic or Latino,Asian or Pacific Islander,2022
897110,65-69 years,Male,Not Hispanic or Latino,Black or African American,2022
6561101,65-69 years,Male,Not Hispanic or Latino,White,2022
19272,70-74 years,Female,Hispanic or Latino,American Indian or Alaska Native,2022
10130,70-74 years,Female,Hispanic or Latino,Asian or Pacific Islander,2022
35482,70-74 years,Female,Hispanic or Latino,Black or African American,2022
676458,70-74 years,Female,Hispanic or Latino,White,2022
55327,70-74 years,Female,Not Hispanic or Latino,American Indian or Alaska Native,2022
449011,70-74 years,Female,Not Hispanic or Latino,Asian or Pacific Islander,2022
869073,70-74 years,Female,Not Hispanic or Latino,Black or African American,2022
6005494,70-74 years,Female,Not Hispanic or Latino,White,2022
17453,70-74 years,Male,Hispanic or Latino,American Indian or Alaska Native,2022
8249,70-74 years,Male,Hispanic or Latino,Asian or Pacific Islander,2022
27998,70-74 years,Male,Hispanic or Latino,Black or African American,2022
565554,70-74 years,Male,Hispanic or Latino,White,2022
47110,70-74 years,Male,Not Hispanic or Latino,American Indian or Alaska Native,2022
351586,70-74 years,Male,Not Hispanic or Latino,Asian or Pacific Islander,2022
629514,70-74 years,Male,Not Hispanic or Latino,Black or African American,2022
5389306,70-74 years,Male,Not Hispanic or Latino,White,2022
12036,75-79 years,Female,Hispanic or Latino,American Indian or Alaska Native,2022
6567,75-79 years,Female,Hispanic or Latino,Asian or Pacific Islander,2022
23692,75-79 years,Female,Hispanic or Latino,Black or African American,2022
473379,75-79 years,Female,Hispanic or Latino,White,2022
36856,75-79 years,Female,Not Hispanic or Latino,American Indian or Alaska Native,2022
297233,75-79 years,Female,Not Hispanic or Latino,Asian or Pacific Islander,2022
560885,75-79 years,Female,Not Hispanic or Latino,Black or African American,2022
4540665,75-79 years,Female,Not Hispanic or Latino,White,2022
10260,75-79 years,Male,Hispanic or Latino,American Indian or Alaska Native,2022
4905,75-79 years,Male,Hispanic or Latino,Asian or Pacific Islander,2022
16940,75-79 years,Male,Hispanic or Latino,Black or African American,2022
360221,75-79 years,Male,Hispanic or Latino,White,2022
30549,75-79 years,Male,Not Hispanic or Latino,American Indian or Alaska Native,2022
234418,75-79 years,Male,Not Hispanic or Latino,Asian or Pacific Islander,2022
375396,75-79 years,Male,Not Hispanic or Latino,Black or African American,2022
3876996,75-79 years,Male,Not Hispanic or Latino,White,2022
7104,80-84 years,Female,Hispanic or Latino,American Indian or Alaska Native,2022
4182,80-84 years,Female,Hispanic or Latino,Asian or Pacific Islander,2022
14859,80-84 years,Female,Hispanic or Latino,Black or African American,2022
312143,80-84 years,Female,Hispanic or Latino,White,2022
22617,80-84 years,Female,Not Hispanic or Latino,American Indian or Alaska Native,2022
194689,80-84 years,Female,Not Hispanic or Latino,Asian or Pacific Islander,2022
358127,80-84 years,Female,Not Hispanic or Latino,Black or African American,2022
2920664,80-84 years,Female,Not Hispanic or Latino,White,2022
5255,80-84 years,Male,Hispanic or Latino,American Indian or Alaska Native,2022
2775,80-84 years,Male,Hispanic or Latino,Asian or Pacific Islander,2022
9923,80-84 years,Male,Hispanic or Latino,Black or African American,2022
211501,80-84 years,Male,Hispanic or Latino,White,2022
17382,80-84 years,Male,Not Hispanic or Latino,American Indian or Alaska Native,2022
147897,80-84 years,Male,Not Hispanic or Latino,Asian or Pacific Islander,2022
208099,80-84 years,Male,Not Hispanic or Latino,Black or African American,2022
2222327,80-84 years,Male,Not Hispanic or Latino,White,2022
23818,< 1 year,Female,Hispanic or Latino,American Indian or Alaska Native,2022
13295,< 1 year,Female,Hispanic or Latino,Asian or Pacific Islander,2022
42365,< 1 year,Female,Hispanic or Latino,Black or African American,2022
410541,< 1 year,Female,Hispanic or Latino,White,2022
15742,< 1 year,Female,Not Hispanic or Latino,American Indian or Alaska Native,2022
115811,< 1 year,Female,Not Hispanic or Latino,Asian or Pacific Islander,2022
299503,< 1 year,Female,Not Hispanic or Latino,Black or African American,2022
879170,< 1 year,Female,Not Hispanic or Latino,White,2022
24564,< 1 year,Male,Hispanic or Latino,American Indian or Alaska Native,2022
13828,< 1 year,Male,Hispanic or Latino,Asian or Pacific Islander,2022
44238,< 1 year,Male,Hispanic or Latino,Black or African American,2022
425403,< 1 year,Male,Hispanic or Latino,White,2022
16244,< 1 year,Male,Not Hispanic or Latino,American Indian or Alaska Native,2022
123243,< 1 year,Male,Not Hispanic or Latino,Asian or Pacific Islander,2022
310449,< 1 year,Male,Not Hispanic or Latino,Black or African American,2022
924898,< 1 year,Male,Not Hispanic or Latino,White,2022
6120,< 1 year,Female,Hispanic or Latino,American Indian or Alaska Native,1999
6446,< 1 year,Male,Hispanic or Latino,American Indian or Alaska Native,1999
7448,< 1 year,Female,Hispanic or Latino,American Indian or Alaska Native,2000
7756,< 1 year,Male,Hispanic or Latino,American Indian or Alaska Native,2000
8496,< 1 year,Female,Hispanic or Latino,American Indian or Alaska Native,2001
8654,< 1 year,Male,Hispanic or Latino,American Indian or Alaska Native,2001
8862,< 1 year,Female,Hispanic or Latino,American Indian or Alaska Native,2002
9067,< 1 year,Male,Hispanic or Latino,American Indian or Alaska Native,2002
10056,< 1 year,Female,Hispanic or Latino,American Indian or Alaska Native,2003
10130,< 1 year,Male,Hispanic or Latino,American Indian or Alaska Native,2003
10485,< 1 year,Female,Hispanic or Latino,American Indian or Alaska Native,2004
10846,< 1 year,Male,Hispanic or Latino,American Indian or Alaska Native,2004
11698,< 1 year,Female,Hispanic or Latino,American Indian or Alaska Native,2005
12117,< 1 year,Male,Hispanic or Latino,American Indian or Alaska Native,2005
12716,< 1 year,Female,Hispanic or Latino,American Indian or Alaska Native,2006
13437,< 1 year,Male,Hispanic or Latino,American Indian or Alaska Native,2006
14939,< 1 year,Female,Hispanic or Latino,American Indian or Alaska Native,2007
15674,< 1 year,Male,Hispanic or Latino,American Indian or Alaska Native,2007
17251,< 1 year,Female,Hispanic or Latino,American Indian or Alaska Native,2008
17407,< 1 year,Male,Hispanic or Latino,American Indian or Alaska Native,2008
17714,< 1 year,Female,Hispanic or Latino,American Indian or Alaska Native,2009
17980,< 1 year,Male,Hispanic or Latino,American Indian or Alaska Native,2009
17921,< 1 year,Female,Hispanic or Latino,American Indian or Alaska Native,2010
18465,< 1 year,Male,Hispanic or Latino,American Indian or Alaska Native,2010
18740,< 1 year,Female,Hispanic or Latino,American Indian or Alaska Native,2011
19503,< 1 year,Male,Hispanic or Latino,American Indian or Alaska Native,2011
17809,< 1 year,Female,Hispanic or Latino,American Indian or Alaska Native,2012
18475,< 1 year,Male,Hispanic or Latino,American Indian or Alaska Native,2012
18582,< 1 year,Female,Hispanic or Latino,American Indian or Alaska Native,2013
19169,< 1 year,Male,Hispanic or Latino,American Indian or Alaska Native,2013
18266,< 1 year,Female,Hispanic or Latino,American Indian or Alaska Native,2014
18953,< 1 year,Male,Hispanic or Latino,American Indian or Alaska Native,2014
18653,< 1 year,Female,Hispanic or Latino,American Indian or Alaska Native,2015
19442,< 1 year,Male,Hispanic or Latino,American Indian or Alaska Native,2015
18497,< 1 year,Female,Hispanic or Latino,American Indian or Alaska Native,2016
18963,< 1 year,Male,Hispanic or Latino,American Indian or Alaska Native,2016
