"Notes"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Gender"	"Gender Code"	"Hispanic Origin"	"Hispanic Origin Code"	"Single Race 6"	"Single Race 6 Code"	"Underlying Cause of death"	"Underlying Cause of death Code"	Deaths	Population	Crude Rate
	"< 1 year"	"1"	"Female"	"F"	"Not Stated"	"NS"	"American Indian or Alaska Native"	"1002-5"	"Secondary hypertension, unspecified"	"I15.9"	0	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Not Stated"	"NS"	"Asian"	"A"	"Essential (primary) hypertension"	"I10"	0	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Not Stated"	"NS"	"Asian"	"A"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	0	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Not Stated"	"NS"	"Asian"	"A"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	0	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Not Stated"	"NS"	"Asian"	"A"	"Hypertensive renal disease with renal failure"	"I12.0"	0	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Not Stated"	"NS"	"Asian"	"A"	"Hypertensive renal disease without renal failure"	"I12.9"	0	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Not Stated"	"NS"	"Asian"	"A"	"Hypertensive heart and renal disease with (congestive) heart failure"	"I13.0"	0	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Not Stated"	"NS"	"Asian"	"A"	"Hypertensive heart and renal disease with renal failure"	"I13.1"	0	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Not Stated"	"NS"	"Asian"	"A"	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	0	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Not Stated"	"NS"	"Asian"	"A"	"Hypertensive heart and renal disease, unspecified"	"I13.9"	0	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Not Stated"	"NS"	"Asian"	"A"	"Renovascular hypertension"	"I15.0"	0	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Not Stated"	"NS"	"Asian"	"A"	"Secondary hypertension, unspecified"	"I15.9"	0	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Essential (primary) hypertension"	"I10"	0	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	0	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	0	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Hypertensive renal disease with renal failure"	"I12.0"	0	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Hypertensive renal disease without renal failure"	"I12.9"	0	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Hypertensive heart and renal disease with (congestive) heart failure"	"I13.0"	0	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Hypertensive heart and renal disease with renal failure"	"I13.1"	0	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	0	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Hypertensive heart and renal disease, unspecified"	"I13.9"	0	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Renovascular hypertension"	"I15.0"	0	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	"Secondary hypertension, unspecified"	"I15.9"	0	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Not Stated"	"NS"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Essential (primary) hypertension"	"I10"	0	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Not Stated"	"NS"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	0	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Not Stated"	"NS"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	0	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Not Stated"	"NS"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Hypertensive renal disease with renal failure"	"I12.0"	0	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Not Stated"	"NS"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Hypertensive renal disease without renal failure"	"I12.9"	0	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Not Stated"	"NS"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Hypertensive heart and renal disease with (congestive) heart failure"	"I13.0"	0	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Not Stated"	"NS"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Hypertensive heart and renal disease with renal failure"	"I13.1"	0	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Not Stated"	"NS"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	0	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Not Stated"	"NS"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Hypertensive heart and renal disease, unspecified"	"I13.9"	0	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Not Stated"	"NS"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Renovascular hypertension"	"I15.0"	0	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Not Stated"	"NS"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Secondary hypertension, unspecified"	"I15.9"	0	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Not Stated"	"NS"	"White"	"2106-3"	"Essential (primary) hypertension"	"I10"	0	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Not Stated"	"NS"	"White"	"2106-3"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	0	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Not Stated"	"NS"	"White"	"2106-3"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	0	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Not Stated"	"NS"	"White"	"2106-3"	"Hypertensive renal disease with renal failure"	"I12.0"	0	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Not Stated"	"NS"	"White"	"2106-3"	"Hypertensive renal disease without renal failure"	"I12.9"	0	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Not Stated"	"NS"	"White"	"2106-3"	"Hypertensive heart and renal disease with (congestive) heart failure"	"I13.0"	0	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Not Stated"	"NS"	"White"	"2106-3"	"Hypertensive heart and renal disease with renal failure"	"I13.1"	0	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Not Stated"	"NS"	"White"	"2106-3"	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	0	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Not Stated"	"NS"	"White"	"2106-3"	"Hypertensive heart and renal disease, unspecified"	"I13.9"	0	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Not Stated"	"NS"	"White"	"2106-3"	"Renovascular hypertension"	"I15.0"	0	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Not Stated"	"NS"	"White"	"2106-3"	"Secondary hypertension, unspecified"	"I15.9"	0	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Not Stated"	"NS"	"More than one race"	"M"	"Essential (primary) hypertension"	"I10"	0	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Not Stated"	"NS"	"More than one race"	"M"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	0	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Not Stated"	"NS"	"More than one race"	"M"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	0	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Not Stated"	"NS"	"More than one race"	"M"	"Hypertensive renal disease with renal failure"	"I12.0"	0	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Not Stated"	"NS"	"More than one race"	"M"	"Hypertensive renal disease without renal failure"	"I12.9"	0	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Not Stated"	"NS"	"More than one race"	"M"	"Hypertensive heart and renal disease with (congestive) heart failure"	"I13.0"	0	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Not Stated"	"NS"	"More than one race"	"M"	"Hypertensive heart and renal disease with renal failure"	"I13.1"	0	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Not Stated"	"NS"	"More than one race"	"M"	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	0	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Not Stated"	"NS"	"More than one race"	"M"	"Hypertensive heart and renal disease, unspecified"	"I13.9"	0	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Not Stated"	"NS"	"More than one race"	"M"	"Renovascular hypertension"	"I15.0"	0	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Female"	"F"	"Not Stated"	"NS"	"More than one race"	"M"	"Secondary hypertension, unspecified"	"I15.9"	0	Not Applicable	Not Applicable
	"< 1 year"	"1"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	"Essential (primary) hypertension"	"I10"	0	21412	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	0	21412	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	0	21412	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	"Hypertensive renal disease with renal failure"	"I12.0"	0	21412	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	"Hypertensive renal disease without renal failure"	"I12.9"	0	21412	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	"Hypertensive heart and renal disease with (congestive) heart failure"	"I13.0"	0	21412	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	"Hypertensive heart and renal disease with renal failure"	"I13.1"	0	21412	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	0	21412	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	"Hypertensive heart and renal disease, unspecified"	"I13.9"	0	21412	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	"Renovascular hypertension"	"I15.0"	0	21412	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	"Secondary hypertension, unspecified"	"I15.9"	0	21412	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Asian"	"A"	"Essential (primary) hypertension"	"I10"	0	7738	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Asian"	"A"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	0	7738	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Asian"	"A"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	0	7738	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Asian"	"A"	"Hypertensive renal disease with renal failure"	"I12.0"	0	7738	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Asian"	"A"	"Hypertensive renal disease without renal failure"	"I12.9"	0	7738	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Asian"	"A"	"Hypertensive heart and renal disease with (congestive) heart failure"	"I13.0"	0	7738	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Asian"	"A"	"Hypertensive heart and renal disease with renal failure"	"I13.1"	0	7738	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Asian"	"A"	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	0	7738	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Asian"	"A"	"Hypertensive heart and renal disease, unspecified"	"I13.9"	0	7738	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Asian"	"A"	"Renovascular hypertension"	"I15.0"	0	7738	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Asian"	"A"	"Secondary hypertension, unspecified"	"I15.9"	0	7738	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	"Essential (primary) hypertension"	"I10"	0	37907	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	0	37907	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	0	37907	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	"Hypertensive renal disease with renal failure"	"I12.0"	0	37907	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	"Hypertensive renal disease without renal failure"	"I12.9"	0	37907	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	"Hypertensive heart and renal disease with (congestive) heart failure"	"I13.0"	0	37907	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	"Hypertensive heart and renal disease with renal failure"	"I13.1"	0	37907	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	0	37907	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	"Hypertensive heart and renal disease, unspecified"	"I13.9"	0	37907	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	"Renovascular hypertension"	"I15.0"	0	37907	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	"Secondary hypertension, unspecified"	"I15.9"	0	37907	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Essential (primary) hypertension"	"I10"	0	2858	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	0	2858	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	0	2858	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Hypertensive renal disease with renal failure"	"I12.0"	0	2858	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Hypertensive renal disease without renal failure"	"I12.9"	0	2858	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Hypertensive heart and renal disease with (congestive) heart failure"	"I13.0"	0	2858	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Hypertensive heart and renal disease with renal failure"	"I13.1"	0	2858	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	0	2858	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Hypertensive heart and renal disease, unspecified"	"I13.9"	0	2858	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Renovascular hypertension"	"I15.0"	0	2858	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Secondary hypertension, unspecified"	"I15.9"	0	2858	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	"Essential (primary) hypertension"	"I10"	0	412300	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	0	412300	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	0	412300	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	"Hypertensive renal disease with renal failure"	"I12.0"	0	412300	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	"Hypertensive renal disease without renal failure"	"I12.9"	0	412300	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	"Hypertensive heart and renal disease with (congestive) heart failure"	"I13.0"	0	412300	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	"Hypertensive heart and renal disease with renal failure"	"I13.1"	0	412300	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	0	412300	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	"Hypertensive heart and renal disease, unspecified"	"I13.9"	0	412300	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	"Renovascular hypertension"	"I15.0"	0	412300	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	"Secondary hypertension, unspecified"	"I15.9"	0	412300	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"More than one race"	"M"	"Essential (primary) hypertension"	"I10"	0	25818	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"More than one race"	"M"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	0	25818	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"More than one race"	"M"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	0	25818	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"More than one race"	"M"	"Hypertensive renal disease with renal failure"	"I12.0"	0	25818	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"More than one race"	"M"	"Hypertensive renal disease without renal failure"	"I12.9"	0	25818	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"More than one race"	"M"	"Hypertensive heart and renal disease with (congestive) heart failure"	"I13.0"	0	25818	Unreliable
	"< 1 year"	"1"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"More than one race"	"M"	"Hypertensive heart and renal disease with renal failure"	"I13.1"	0	25818	Unreliable
