"Notes"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"White"	"2106-3"	"Male"	"M"	"45-54 years"	"45-54"	"2019"	"2019"	2297	12679273	18.1
	"White"	"2106-3"	"Male"	"M"	"45-54 years"	"45-54"	"2020 "	"2020"	2409	12376943	19.5
	"White"	"2106-3"	"Male"	"M"	"55-64 years"	"55-64"	"1999"	"1999"	1340	9153776	14.6
	"White"	"2106-3"	"Male"	"M"	"55-64 years"	"55-64"	"2000"	"2000"	1431	9311676	15.4
	"White"	"2106-3"	"Male"	"M"	"55-64 years"	"55-64"	"2001"	"2001"	1497	9595171	15.6
	"White"	"2106-3"	"Male"	"M"	"55-64 years"	"55-64"	"2002"	"2002"	1763	10223846	17.2
	"White"	"2106-3"	"Male"	"M"	"55-64 years"	"55-64"	"2003"	"2003"	1967	10698998	18.4
	"White"	"2106-3"	"Male"	"M"	"55-64 years"	"55-64"	"2004"	"2004"	2136	11150088	19.2
	"White"	"2106-3"	"Male"	"M"	"55-64 years"	"55-64"	"2005"	"2005"	2337	11601673	20.1
	"White"	"2106-3"	"Male"	"M"	"55-64 years"	"55-64"	"2006"	"2006"	2457	12028705	20.4
	"White"	"2106-3"	"Male"	"M"	"55-64 years"	"55-64"	"2007"	"2007"	2605	12417301	21.0
	"White"	"2106-3"	"Male"	"M"	"55-64 years"	"55-64"	"2008"	"2008"	2868	12714018	22.6
	"White"	"2106-3"	"Male"	"M"	"55-64 years"	"55-64"	"2009"	"2009"	3115	13097307	23.8
	"White"	"2106-3"	"Male"	"M"	"55-64 years"	"55-64"	"2010"	"2010"	3253	13434297	24.2
	"White"	"2106-3"	"Male"	"M"	"55-64 years"	"55-64"	"2011"	"2011"	3422	13907587	24.6
	"White"	"2106-3"	"Male"	"M"	"55-64 years"	"55-64"	"2012"	"2012"	3823	13953898	27.4
	"White"	"2106-3"	"Male"	"M"	"55-64 years"	"55-64"	"2013"	"2013"	4068	14108450	28.8
	"White"	"2106-3"	"Male"	"M"	"55-64 years"	"55-64"	"2014"	"2014"	4237	14251676	29.7
	"White"	"2106-3"	"Male"	"M"	"55-64 years"	"55-64"	"2015"	"2015"	4520	14417315	31.4
	"White"	"2106-3"	"Male"	"M"	"55-64 years"	"55-64"	"2016"	"2016"	4929	14541571	33.9
	"White"	"2106-3"	"Male"	"M"	"55-64 years"	"55-64"	"2017"	"2017"	4881	14590788	33.5
	"White"	"2106-3"	"Male"	"M"	"55-64 years"	"55-64"	"2018"	"2018"	5213	14575176	35.8
	"White"	"2106-3"	"Male"	"M"	"55-64 years"	"55-64"	"2019"	"2019"	5611	14521436	38.6
	"White"	"2106-3"	"Male"	"M"	"55-64 years"	"55-64"	"2020 "	"2020"	6443	14378985	44.8
	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	"1999"	"1999"	2127	6918262	30.7
	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	"2000"	"2000"	2203	6894226	32.0
	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	"2001"	"2001"	2211	6874127	32.2
	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	"2002"	"2002"	2310	6858224	33.7
	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	"2003"	"2003"	2471	6885928	35.9
	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	"2004"	"2004"	2543	6935888	36.7
	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	"2005"	"2005"	2443	6999954	34.9
	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	"2006"	"2006"	2404	7105898	33.8
	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	"2007"	"2007"	2528	7287583	34.7
	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	"2008"	"2008"	2757	7603312	36.3
	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	"2009"	"2009"	2904	7873632	36.9
	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	"2010"	"2010"	3008	8045131	37.4
	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	"2011"	"2011"	3150	8306752	37.9
	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	"2012"	"2012"	3377	8890920	38.0
	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	"2013"	"2013"	3879	9331674	41.6
	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	"2014"	"2014"	4180	9714807	43.0
	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	"2015"	"2015"	4645	10084953	46.1
	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	"2016"	"2016"	5207	10433627	49.9
	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	"2017"	"2017"	5724	10748445	53.3
	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	"2018"	"2018"	6231	10970346	56.8
	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	"2019"	"2019"	6979	11260390	62.0
	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	"2020 "	"2020"	8224	11568923	71.1
	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"1999"	"1999"	3519	4183527	84.1
	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"2000"	"2000"	3567	4225401	84.4
	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"2001"	"2001"	3732	4312194	86.5
	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"2002"	"2002"	3833	4379675	87.5
	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"2003"	"2003"	4112	4432935	92.8
	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"2004"	"2004"	4142	4473629	92.6
	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"2005"	"2005"	4280	4512363	94.9
	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"2006"	"2006"	4169	4528249	92.1
	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"2007"	"2007"	4144	4533641	91.4
	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"2008"	"2008"	4229	4533860	93.3
	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"2009"	"2009"	4210	4518982	93.2
	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"2010"	"2010"	4196	4535661	92.5
	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"2011"	"2011"	4338	4576873	94.8
	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"2012"	"2012"	4383	4612693	95.0
	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"2013"	"2013"	4621	4676530	98.8
	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"2014"	"2014"	4782	4753148	100.6
	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"2015"	"2015"	5166	4827365	107.0
	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"2016"	"2016"	5421	4931116	109.9
	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"2017"	"2017"	6259	5095710	122.8
	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"2018"	"2018"	6734	5358726	125.7
	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"2019"	"2019"	7470	5547449	134.7
	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"2020 "	"2020"	8727	5704928	153.0
	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"1999"	"1999"	2818	1034839	272.3
	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"2000"	"2000"	3032	1061643	285.6
	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"2001"	"2001"	3224	1094483	294.6
	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"2002"	"2002"	3472	1122659	309.3
	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"2003"	"2003"	3734	1164671	320.6
	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"2004"	"2004"	4117	1198940	343.4
	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"2005"	"2005"	4436	1251702	354.4
	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"2006"	"2006"	4446	1315193	338.0
	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"2007"	"2007"	4683	1376012	340.3
	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"2008"	"2008"	5118	1430364	357.8
	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"2009"	"2009"	5207	1486527	350.3
	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"2010"	"2010"	5445	1528404	356.3
	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"2011"	"2011"	5835	1610254	362.4
	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"2012"	"2012"	6259	1656437	377.9
	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"2013"	"2013"	6742	1710806	394.1
	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"2014"	"2014"	6763	1751652	386.1
	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"2015"	"2015"	7293	1791088	407.2
	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"2016"	"2016"	7674	1820369	421.6
	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"2017"	"2017"	9016	1849670	487.4
	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"2018"	"2018"	9653	1873994	515.1
	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"2019"	"2019"	10502	1907106	550.7
	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"2020 "	"2020"	11902	1921392	619.4
	"White"	"2106-3"	"Male"	"M"	"Not Stated"	"NS"	"1999"	"1999"	0	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"Not Stated"	"NS"	"2000"	"2000"	0	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"Not Stated"	"NS"	"2001"	"2001"	Suppressed	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"Not Stated"	"NS"	"2002"	"2002"	Suppressed	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"Not Stated"	"NS"	"2003"	"2003"	0	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"Not Stated"	"NS"	"2004"	"2004"	Suppressed	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"Not Stated"	"NS"	"2005"	"2005"	Suppressed	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"Not Stated"	"NS"	"2006"	"2006"	Suppressed	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"Not Stated"	"NS"	"2007"	"2007"	Suppressed	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"Not Stated"	"NS"	"2008"	"2008"	0	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"Not Stated"	"NS"	"2009"	"2009"	Suppressed	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"Not Stated"	"NS"	"2010"	"2010"	Suppressed	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"Not Stated"	"NS"	"2011"	"2011"	0	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"Not Stated"	"NS"	"2012"	"2012"	Suppressed	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"Not Stated"	"NS"	"2013"	"2013"	Suppressed	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"Not Stated"	"NS"	"2014"	"2014"	0	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"Not Stated"	"NS"	"2015"	"2015"	Suppressed	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"Not Stated"	"NS"	"2016"	"2016"	Suppressed	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"Not Stated"	"NS"	"2017"	"2017"	Suppressed	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"Not Stated"	"NS"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"Not Stated"	"NS"	"2019"	"2019"	Suppressed	Not Applicable	Not Applicable
	"White"	"2106-3"	"Male"	"M"	"Not Stated"	"NS"	"2020 "	"2020"	0	Not Applicable	Not Applicable
"---"
"Dataset: Underlying Cause of Death, 1999-2020"
"Query Parameters:"
"Title: export_deaths_race_gender_age_year_hypertension"
"Gender: Female; Male"
"Hispanic Origin: Not Hispanic or Latino"
"ICD-10 Codes: I10-I15 (Hypertensive diseases)"
"Race: Black or African American; White"
"Group By: Race; Gender; Ten-Year Age Groups; Year"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: May 17, 2023 7:33:20 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10.html on May 17, 2023 7:33:20 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"2. Circumstances in Georgia for the years 2008 and 2009 have resulted in unusually high death counts for the ICD-10 cause of"
"death code R99, ""Other ill-defined and unspecified causes of mortality."" Caution should be used in interpreting these data."
"More information: http://wonder.cdc.gov/wonder/help/ucd.html#Georgia-Reporting-Anomalies."
"3. Circumstances in New Jersey for the year 2009 have resulted in unusually high death counts for the ICD-10 cause of death code"
"R99, ""Other ill-defined and unspecified causes of mortality"" and therefore unusually low death counts in other ICD-10 codes,"
"most notably R95, ""Sudden Infant Death Syndrome"" and X40-X49, ""Unintentional poisoning."" Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#New-Jersey-Reporting-Anomalies."
"4. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other"
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#California-Reporting-Anomalies."
"5. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Assurance of Confidentiality."
"6. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable."
"7. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"8. Deaths of persons with Hispanic origin ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among"
"Hispanic Origin groups, so are not included in the Hispanic Origin specific counts and rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"9. Information included on the death certificate about the race and Hispanic ethnicity of the decedent is reported by the"
"funeral director as provided by an informant, often the surviving next of kin, or, in the absence of an informant, on the basis"
"of observation. Race and ethnicity information from the census is by self-report. To the extent that race and Hispanic origin"
"are inconsistent between these two data sources, death rates will be biased. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Racial Differences."
"10. The population figures for year 2020 are bridged-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series released by NCHS on September 22, 2021. The population figures for year 2019 are bridged-race estimates of the"
"July 1 resident population, from the Vintage 2019 postcensal series released by NCHS on July 9, 2020. The population figures for"
"year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series released by NCHS"
"on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The"
"population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal"
"series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26,"
"2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012"
"postcensal series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010"
"are April 1 Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident"
"population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population"
"figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1"
"estimates. Population figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population"
"figures for years 2001 - 2009 differ slightly from previously published reports, due to use of the population estimates which"
"were available at the time of release."
"11. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
