Race,Hispanic Origin,Five-Year Age Groups,Cause of death Code,Gender,Deaths,Year
Black or African American,Not Hispanic or Latino,55-59 years,I12.0,Male,71,2000
Black or African American,Not Hispanic or Latino,55-59 years,I13.1,Female,13,2000
Black or African American,Not Hispanic or Latino,55-59 years,I13.1,Male,22,2000
Black or African American,Not Hispanic or Latino,55-59 years,I13.2,Female,11,2000
Black or African American,Not Hispanic or Latino,55-59 years,I13.2,Male,4,2000
Black or African American,Not Hispanic or Latino,60-64 years ,I10,Female,53,2000
Black or African American,Not Hispanic or Latino,60-64 years ,I10,Male,77,2000
Black or African American,Not Hispanic or Latino,60-64 years ,I11.0,Female,38,2000
Black or African American,Not Hispanic or Latino,60-64 years ,I11.0,Male,53,2000
Black or African American,Not Hispanic or Latino,60-64 years ,I11.9,Female,177,2000
Black or African American,Not Hispanic or Latino,60-64 years ,I11.9,Male,253,2000
Black or African American,Not Hispanic or Latino,60-64 years ,I12.0,Female,94,2000
Black or African American,Not Hispanic or Latino,60-64 years ,I12.0,Male,89,2000
Black or African American,Not Hispanic or Latino,60-64 years ,I12.9,Female,4,2000
Black or African American,Not Hispanic or Latino,60-64 years ,I13.0,Female,4,2000
Black or African American,Not Hispanic or Latino,60-64 years ,I13.1,Female,23,2000
Black or African American,Not Hispanic or Latino,60-64 years ,I13.1,Male,19,2000
Black or African American,Not Hispanic or Latino,60-64 years ,I13.2,Female,4,2000
Black or African American,Not Hispanic or Latino,60-64 years ,I13.2,Male,4,2000
Black or African American,Not Hispanic or Latino,65-69 years,I10,Female,77,2000
Black or African American,Not Hispanic or Latino,65-69 years,I10,Male,56,2000
Black or African American,Not Hispanic or Latino,65-69 years,I11.0,Female,49,2000
Black or African American,Not Hispanic or Latino,65-69 years,I11.0,Male,51,2000
Black or African American,Not Hispanic or Latino,65-69 years,I11.9,Female,175,2000
Black or African American,Not Hispanic or Latino,65-69 years,I11.9,Male,216,2000
Black or African American,Not Hispanic or Latino,65-69 years,I12.0,Female,130,2000
Black or African American,Not Hispanic or Latino,65-69 years,I12.0,Male,93,2000
Black or African American,Not Hispanic or Latino,65-69 years,I12.9,Female,4,2000
Black or African American,Not Hispanic or Latino,65-69 years,I12.9,Male,4,2000
Black or African American,Not Hispanic or Latino,65-69 years,I13.1,Female,25,2000
Black or African American,Not Hispanic or Latino,65-69 years,I13.1,Male,22,2000
Black or African American,Not Hispanic or Latino,65-69 years,I13.2,Female,14,2000
Black or African American,Not Hispanic or Latino,65-69 years,I13.2,Male,13,2000
Black or African American,Not Hispanic or Latino,70-74 years,I10,Female,91,2000
Black or African American,Not Hispanic or Latino,70-74 years,I10,Male,85,2000
Black or African American,Not Hispanic or Latino,70-74 years,I11.0,Female,101,2000
Black or African American,Not Hispanic or Latino,70-74 years,I11.0,Male,66,2000
Black or African American,Not Hispanic or Latino,70-74 years,I11.9,Female,221,2000
Black or African American,Not Hispanic or Latino,70-74 years,I11.9,Male,214,2000
Black or African American,Not Hispanic or Latino,70-74 years,I12.0,Female,153,2000
Black or African American,Not Hispanic or Latino,70-74 years,I12.0,Male,106,2000
Black or African American,Not Hispanic or Latino,70-74 years,I12.9,Female,4,2000
Black or African American,Not Hispanic or Latino,70-74 years,I13.1,Female,26,2000
Black or African American,Not Hispanic or Latino,70-74 years,I13.1,Male,20,2000
Black or African American,Not Hispanic or Latino,70-74 years,I13.2,Female,22,2000
Black or African American,Not Hispanic or Latino,70-74 years,I13.2,Male,18,2000
Black or African American,Not Hispanic or Latino,70-74 years,I13.9,Male,4,2000
Black or African American,Not Hispanic or Latino,75-79 years,I10,Female,149,2000
Black or African American,Not Hispanic or Latino,75-79 years,I10,Male,84,2000
Black or African American,Not Hispanic or Latino,75-79 years,I11.0,Female,115,2000
Black or African American,Not Hispanic or Latino,75-79 years,I11.0,Male,57,2000
Black or African American,Not Hispanic or Latino,75-79 years,I11.9,Female,259,2000
Black or African American,Not Hispanic or Latino,75-79 years,I11.9,Male,186,2000
Black or African American,Not Hispanic or Latino,75-79 years,I12.0,Female,172,2000
Black or African American,Not Hispanic or Latino,75-79 years,I12.0,Male,108,2000
Black or African American,Not Hispanic or Latino,75-79 years,I12.9,Female,4,2000
Black or African American,Not Hispanic or Latino,75-79 years,I12.9,Male,4,2000
Black or African American,Not Hispanic or Latino,75-79 years,I13.1,Female,28,2000
Black or African American,Not Hispanic or Latino,75-79 years,I13.1,Male,14,2000
Black or African American,Not Hispanic or Latino,75-79 years,I13.2,Female,39,2000
Black or African American,Not Hispanic or Latino,75-79 years,I13.2,Male,11,2000
Black or African American,Not Hispanic or Latino,75-79 years,I13.9,Female,4,2000
Black or African American,Not Hispanic or Latino,75-79 years,I13.9,Male,4,2000
Black or African American,Not Hispanic or Latino,80-84 years,I10,Female,125,2000
Black or African American,Not Hispanic or Latino,80-84 years,I10,Male,77,2000
Black or African American,Not Hispanic or Latino,80-84 years,I11.0,Female,141,2000
Black or African American,Not Hispanic or Latino,80-84 years,I11.0,Male,71,2000
Black or African American,Not Hispanic or Latino,80-84 years,I11.9,Female,227,2000
Black or African American,Not Hispanic or Latino,80-84 years,I11.9,Male,138,2000
Black or African American,Not Hispanic or Latino,80-84 years,I12.0,Female,172,2000
Black or African American,Not Hispanic or Latino,80-84 years,I12.0,Male,85,2000
Black or African American,Not Hispanic or Latino,80-84 years,I12.9,Female,4,2000
Black or African American,Not Hispanic or Latino,80-84 years,I12.9,Male,4,2000
Black or African American,Not Hispanic or Latino,80-84 years,I13.1,Female,36,2000
Black or African American,Not Hispanic or Latino,80-84 years,I13.1,Male,13,2000
Black or African American,Not Hispanic or Latino,80-84 years,I13.2,Female,33,2000
Black or African American,Not Hispanic or Latino,80-84 years,I13.2,Male,25,2000
Black or African American,Not Hispanic or Latino,80-84 years,I13.9,Female,4,2000
Black or African American,Not Hispanic or Latino,80-84 years,I13.9,Male,4,2000
Black or African American,Not Hispanic or Latino,85-89 years,I10,Female,155,2000
Black or African American,Not Hispanic or Latino,85-89 years,I10,Male,57,2000
Black or African American,Not Hispanic or Latino,85-89 years,I11.0,Female,148,2000
Black or African American,Not Hispanic or Latino,85-89 years,I11.0,Male,51,2000
Black or African American,Not Hispanic or Latino,85-89 years,I11.9,Female,225,2000
Black or African American,Not Hispanic or Latino,85-89 years,I11.9,Male,81,2000
Black or African American,Not Hispanic or Latino,85-89 years,I12.0,Female,155,2000
Black or African American,Not Hispanic or Latino,85-89 years,I12.0,Male,66,2000
Black or African American,Not Hispanic or Latino,85-89 years,I12.9,Female,4,2000
Black or African American,Not Hispanic or Latino,85-89 years,I13.0,Female,4,2000
Black or African American,Not Hispanic or Latino,85-89 years,I13.1,Female,22,2000
Black or African American,Not Hispanic or Latino,85-89 years,I13.1,Male,13,2000
Black or African American,Not Hispanic or Latino,85-89 years,I13.2,Female,29,2000
Black or African American,Not Hispanic or Latino,85-89 years,I13.2,Male,16,2000
Black or African American,Not Hispanic or Latino,85-89 years,I13.9,Female,4,2000
Black or African American,Not Hispanic or Latino,90-94 years,I10,Female,119,2000
Black or African American,Not Hispanic or Latino,90-94 years,I10,Male,33,2000
Black or African American,Not Hispanic or Latino,90-94 years,I11.0,Female,124,2000
Black or African American,Not Hispanic or Latino,90-94 years,I11.0,Male,38,2000
Black or African American,Not Hispanic or Latino,90-94 years,I11.9,Female,158,2000
Black or African American,Not Hispanic or Latino,90-94 years,I11.9,Male,39,2000
Black or African American,Not Hispanic or Latino,90-94 years,I12.0,Female,85,2000
Black or African American,Not Hispanic or Latino,90-94 years,I12.0,Male,40,2000
Black or African American,Not Hispanic or Latino,90-94 years,I12.9,Female,4,2000
Black or African American,Not Hispanic or Latino,90-94 years,I12.9,Male,4,2000
Black or African American,Not Hispanic or Latino,90-94 years,I13.0,Male,4,2000
Black or African American,Not Hispanic or Latino,90-94 years,I13.1,Female,12,2000
Black or African American,Not Hispanic or Latino,90-94 years,I13.1,Male,4,2000
Black or African American,Not Hispanic or Latino,90-94 years,I13.2,Female,21,2000
Black or African American,Not Hispanic or Latino,90-94 years,I13.2,Male,4,2000
Black or African American,Not Hispanic or Latino,90-94 years,I13.9,Male,4,2000
Black or African American,Not Hispanic or Latino,95-99 years,I10,Female,63,2000
Black or African American,Not Hispanic or Latino,95-99 years,I10,Male,12,2000
Black or African American,Not Hispanic or Latino,95-99 years,I11.0,Female,68,2000
Black or African American,Not Hispanic or Latino,95-99 years,I11.0,Male,4,2000
Black or African American,Not Hispanic or Latino,95-99 years,I11.9,Female,80,2000
Black or African American,Not Hispanic or Latino,95-99 years,I11.9,Male,16,2000
Black or African American,Not Hispanic or Latino,95-99 years,I12.0,Female,51,2000
Black or African American,Not Hispanic or Latino,95-99 years,I12.0,Male,15,2000
Black or African American,Not Hispanic or Latino,95-99 years,I12.9,Female,4,2000
Black or African American,Not Hispanic or Latino,95-99 years,I13.1,Female,4,2000
Black or African American,Not Hispanic or Latino,95-99 years,I13.1,Male,4,2000
Black or African American,Not Hispanic or Latino,95-99 years,I13.2,Female,11,2000
Black or African American,Not Hispanic or Latino,95-99 years,I13.2,Male,4,2000
Black or African American,Not Hispanic or Latino,100+ years,I10,Female,31,2000
Black or African American,Not Hispanic or Latino,100+ years,I10,Male,4,2000
Black or African American,Not Hispanic or Latino,100+ years,I11.0,Female,23,2000
Black or African American,Not Hispanic or Latino,100+ years,I11.0,Male,4,2000
Black or African American,Not Hispanic or Latino,100+ years,I11.9,Female,21,2000
Black or African American,Not Hispanic or Latino,100+ years,I11.9,Male,4,2000
Black or African American,Not Hispanic or Latino,100+ years,I12.0,Female,4,2000
Black or African American,Not Hispanic or Latino,100+ years,I12.0,Male,4,2000
Black or African American,Not Hispanic or Latino,100+ years,I12.9,Female,4,2000
Black or African American,Not Hispanic or Latino,100+ years,I13.1,Female,4,2000
Black or African American,Not Hispanic or Latino,100+ years,I13.1,Male,4,2000
Black or African American,Not Hispanic or Latino,100+ years,I13.2,Female,4,2000
Black or African American,Not Hispanic or Latino,100+ years,I13.2,Male,4,2000
Black or African American,Not Hispanic or Latino,Not Stated,I11.9,Female,4,2000
Black or African American,Not Hispanic or Latino,Not Stated,I11.9,Male,4,2000
Black or African American,Not Stated,35-39 years,I11.9,Male,4,2000
Black or African American,Not Stated,35-39 years,I12.0,Male,4,2000
Black or African American,Not Stated,40-44 years,I10,Female,4,2000
Black or African American,Not Stated,40-44 years,I11.9,Female,4,2000
Black or African American,Not Stated,40-44 years,I11.9,Male,4,2000
Black or African American,Not Stated,40-44 years,I12.0,Male,4,2000
Black or African American,Not Stated,45-49 years,I10,Male,4,2000
Black or African American,Not Stated,45-49 years,I11.9,Female,4,2000
Black or African American,Not Stated,45-49 years,I11.9,Male,4,2000
Black or African American,Not Stated,50-54 years,I11.9,Male,4,2000
Black or African American,Not Stated,55-59 years,I11.9,Male,4,2000
Black or African American,Not Stated,55-59 years,I12.0,Male,4,2000
Black or African American,Not Stated,55-59 years,I13.1,Male,4,2000
Black or African American,Not Stated,60-64 years ,I11.9,Male,4,2000
Black or African American,Not Stated,60-64 years ,I12.0,Female,4,2000
Black or African American,Not Stated,65-69 years,I11.9,Male,4,2000
Black or African American,Not Stated,65-69 years,I13.1,Male,4,2000
Black or African American,Not Stated,70-74 years,I11.9,Male,4,2000
Black or African American,Not Stated,75-79 years,I11.9,Female,4,2000
Black or African American,Not Stated,75-79 years,I11.9,Male,4,2000
Black or African American,Not Stated,75-79 years,I12.0,Male,4,2000
Black or African American,Not Stated,75-79 years,I13.1,Female,4,2000
Black or African American,Not Stated,75-79 years,I13.2,Female,4,2000
Black or African American,Not Stated,75-79 years,I13.2,Male,4,2000
Black or African American,Not Stated,80-84 years,I11.9,Male,4,2000
Black or African American,Not Stated,85-89 years,I10,Female,4,2000
Black or African American,Not Stated,85-89 years,I10,Male,4,2000
Black or African American,Not Stated,85-89 years,I11.0,Female,4,2000
Black or African American,Not Stated,85-89 years,I11.0,Male,4,2000
Black or African American,Not Stated,85-89 years,I11.9,Female,4,2000
Black or African American,Not Stated,85-89 years,I12.0,Male,4,2000
Black or African American,Not Stated,90-94 years,I10,Female,4,2000
Black or African American,Not Stated,90-94 years,I11.9,Female,4,2000
White,Hispanic or Latino,< 1 year,I10,Male,4,2000
White,Hispanic or Latino,1-4 years,I10,Female,4,2000
White,Hispanic or Latino,15-19 years,I10,Female,4,2000
White,Hispanic or Latino,20-24 years,I10,Male,4,2000
White,Hispanic or Latino,20-24 years,I11.9,Male,4,2000
White,Hispanic or Latino,20-24 years,I12.0,Female,4,2000
White,Hispanic or Latino,20-24 years,I12.0,Male,4,2000
White,Hispanic or Latino,20-24 years,I13.1,Male,4,2000
White,Hispanic or Latino,25-29 years,I10,Female,4,2000
White,Hispanic or Latino,25-29 years,I10,Male,4,2000
White,Hispanic or Latino,25-29 years,I11.9,Male,4,2000
White,Hispanic or Latino,25-29 years,I13.1,Female,4,2000
White,Hispanic or Latino,25-29 years,I13.1,Male,4,2000
White,Hispanic or Latino,30-34 years,I10,Male,4,2000
White,Hispanic or Latino,30-34 years,I11.9,Female,4,2000
White,Hispanic or Latino,30-34 years,I11.9,Male,4,2000
White,Hispanic or Latino,30-34 years,I12.0,Female,4,2000
White,Hispanic or Latino,30-34 years,I12.0,Male,4,2000
White,Hispanic or Latino,30-34 years,I12.9,Male,4,2000
White,Hispanic or Latino,35-39 years,I10,Male,4,2000
White,Hispanic or Latino,35-39 years,I11.0,Female,4,2000
White,Hispanic or Latino,35-39 years,I11.0,Male,4,2000
White,Hispanic or Latino,35-39 years,I11.9,Female,4,2000
White,Hispanic or Latino,35-39 years,I11.9,Male,15,2000
White,Hispanic or Latino,35-39 years,I12.0,Female,4,2000
White,Hispanic or Latino,35-39 years,I12.0,Male,4,2000
White,Hispanic or Latino,35-39 years,I13.1,Male,4,2000
White,Hispanic or Latino,40-44 years,I10,Male,4,2000
White,Hispanic or Latino,40-44 years,I11.0,Female,4,2000
White,Hispanic or Latino,40-44 years,I11.0,Male,4,2000
White,Hispanic or Latino,40-44 years,I11.9,Female,4,2000
White,Hispanic or Latino,40-44 years,I11.9,Male,21,2000
White,Hispanic or Latino,40-44 years,I12.0,Female,4,2000
White,Hispanic or Latino,40-44 years,I12.0,Male,4,2000
White,Hispanic or Latino,40-44 years,I13.1,Female,4,2000
White,Hispanic or Latino,40-44 years,I13.1,Male,4,2000
White,Hispanic or Latino,40-44 years,I13.2,Male,4,2000
White,Hispanic or Latino,45-49 years,I10,Female,4,2000
White,Hispanic or Latino,45-49 years,I10,Male,4,2000
White,Hispanic or Latino,45-49 years,I11.0,Male,4,2000
White,Hispanic or Latino,45-49 years,I11.9,Female,12,2000
White,Hispanic or Latino,45-49 years,I11.9,Male,38,2000
White,Hispanic or Latino,45-49 years,I12.0,Male,4,2000
White,Hispanic or Latino,45-49 years,I13.1,Female,4,2000
White,Hispanic or Latino,45-49 years,I13.1,Male,4,2000
White,Hispanic or Latino,45-49 years,I13.2,Female,4,2000
White,Hispanic or Latino,45-49 years,I13.2,Male,4,2000
White,Hispanic or Latino,50-54 years,I10,Female,4,2000
White,Hispanic or Latino,50-54 years,I10,Male,12,2000
White,Hispanic or Latino,50-54 years,I11.0,Female,4,2000
White,Hispanic or Latino,50-54 years,I11.0,Male,4,2000
White,Hispanic or Latino,50-54 years,I11.9,Female,18,2000
White,Hispanic or Latino,50-54 years,I11.9,Male,36,2000
White,Hispanic or Latino,50-54 years,I12.0,Female,4,2000
White,Hispanic or Latino,50-54 years,I12.0,Male,13,2000
White,Hispanic or Latino,50-54 years,I12.9,Male,4,2000
White,Hispanic or Latino,50-54 years,I13.1,Female,4,2000
White,Hispanic or Latino,50-54 years,I13.1,Male,4,2000
White,Hispanic or Latino,50-54 years,I13.2,Female,4,2000
White,Hispanic or Latino,50-54 years,I13.2,Male,4,2000
White,Hispanic or Latino,50-54 years,I13.9,Female,4,2000
White,Hispanic or Latino,50-54 years,I13.9,Male,4,2000
White,Hispanic or Latino,55-59 years,I10,Female,4,2000
White,Hispanic or Latino,55-59 years,I10,Male,4,2000
