"Notes"	"Underlying Cause of death"	"Underlying Cause of death Code"	"Gender"	"Gender Code"	"Single Race 6"	"Single Race 6 Code"	"Hispanic Origin"	"Hispanic Origin Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Unstable angina"	"I20.0"	"Female"	"F"	"Black or African American"	"2054-5"	"Hispanic or Latino"	"2135-2"	"100+ years"	"100+"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Black or African American"	"2054-5"	"Hispanic or Latino"	"2135-2"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"< 1 year"	"1"	0	247221	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"1-4 years"	"1-4"	0	1049690	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"5-9 years"	"5-9"	0	1372331	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"10-14 years"	"10-14"	0	1455940	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"15-19 years"	"15-19"	0	1442396	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"20-24 years"	"20-24"	0	1496428	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"25-29 years"	"25-29"	0	1627392	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"30-34 years"	"30-34"	0	1659711	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"35-39 years"	"35-39"	0	1476602	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"40-44 years"	"40-44"	0	1415974	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"45-49 years"	"45-49"	0	1315950	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"50-54 years"	"50-54"	0	1356439	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"55-59 years"	"55-59"	0	1392255	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"60-64 years "	"60-64"	Suppressed	1321124	Suppressed
	"Unstable angina"	"I20.0"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"65-69 years"	"65-69"	0	1088159	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"70-74 years"	"70-74"	0	836516	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"75-79 years"	"75-79"	0	512535	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"80-84 years"	"80-84"	0	337044	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"85-89 years"	"85-89"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"90-94 years"	"90-94"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"95-99 years"	"95-99"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"100+ years"	"100+"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Stated"	"NS"	"< 1 year"	"1"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Stated"	"NS"	"1-4 years"	"1-4"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Stated"	"NS"	"5-9 years"	"5-9"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Stated"	"NS"	"10-14 years"	"10-14"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Stated"	"NS"	"15-19 years"	"15-19"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Stated"	"NS"	"20-24 years"	"20-24"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Stated"	"NS"	"25-29 years"	"25-29"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Stated"	"NS"	"30-34 years"	"30-34"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Stated"	"NS"	"35-39 years"	"35-39"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Stated"	"NS"	"40-44 years"	"40-44"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Stated"	"NS"	"45-49 years"	"45-49"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Stated"	"NS"	"50-54 years"	"50-54"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Stated"	"NS"	"55-59 years"	"55-59"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Stated"	"NS"	"60-64 years "	"60-64"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Stated"	"NS"	"65-69 years"	"65-69"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Stated"	"NS"	"70-74 years"	"70-74"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Stated"	"NS"	"75-79 years"	"75-79"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Stated"	"NS"	"80-84 years"	"80-84"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Stated"	"NS"	"85-89 years"	"85-89"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Stated"	"NS"	"90-94 years"	"90-94"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Stated"	"NS"	"95-99 years"	"95-99"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Stated"	"NS"	"100+ years"	"100+"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Stated"	"NS"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Hispanic or Latino"	"2135-2"	"< 1 year"	"1"	0	2641	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Hispanic or Latino"	"2135-2"	"1-4 years"	"1-4"	0	10477	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Hispanic or Latino"	"2135-2"	"5-9 years"	"5-9"	0	12203	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Hispanic or Latino"	"2135-2"	"10-14 years"	"10-14"	0	10750	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Hispanic or Latino"	"2135-2"	"15-19 years"	"15-19"	0	9246	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Hispanic or Latino"	"2135-2"	"20-24 years"	"20-24"	0	8291	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Hispanic or Latino"	"2135-2"	"25-29 years"	"25-29"	0	8511	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Hispanic or Latino"	"2135-2"	"30-34 years"	"30-34"	0	8706	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Hispanic or Latino"	"2135-2"	"35-39 years"	"35-39"	0	8414	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Hispanic or Latino"	"2135-2"	"40-44 years"	"40-44"	0	7809	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Hispanic or Latino"	"2135-2"	"45-49 years"	"45-49"	0	6506	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Hispanic or Latino"	"2135-2"	"50-54 years"	"50-54"	0	5812	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Hispanic or Latino"	"2135-2"	"55-59 years"	"55-59"	0	4818	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Hispanic or Latino"	"2135-2"	"60-64 years "	"60-64"	0	3644	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Hispanic or Latino"	"2135-2"	"65-69 years"	"65-69"	0	2587	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Hispanic or Latino"	"2135-2"	"70-74 years"	"70-74"	0	1693	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Hispanic or Latino"	"2135-2"	"75-79 years"	"75-79"	0	1021	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Hispanic or Latino"	"2135-2"	"80-84 years"	"80-84"	0	744	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Hispanic or Latino"	"2135-2"	"85-89 years"	"85-89"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Hispanic or Latino"	"2135-2"	"90-94 years"	"90-94"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Hispanic or Latino"	"2135-2"	"95-99 years"	"95-99"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Hispanic or Latino"	"2135-2"	"100+ years"	"100+"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Hispanic or Latino"	"2135-2"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Hispanic or Latino"	"2186-2"	"< 1 year"	"1"	0	3955	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Hispanic or Latino"	"2186-2"	"1-4 years"	"1-4"	0	17087	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Hispanic or Latino"	"2186-2"	"5-9 years"	"5-9"	0	21905	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Hispanic or Latino"	"2186-2"	"10-14 years"	"10-14"	0	21418	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Hispanic or Latino"	"2186-2"	"15-19 years"	"15-19"	0	21194	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Hispanic or Latino"	"2186-2"	"20-24 years"	"20-24"	0	20601	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Hispanic or Latino"	"2186-2"	"25-29 years"	"25-29"	0	23211	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Hispanic or Latino"	"2186-2"	"30-34 years"	"30-34"	0	25983	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Hispanic or Latino"	"2186-2"	"35-39 years"	"35-39"	0	25200	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Hispanic or Latino"	"2186-2"	"40-44 years"	"40-44"	0	22065	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Hispanic or Latino"	"2186-2"	"45-49 years"	"45-49"	0	18734	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Hispanic or Latino"	"2186-2"	"50-54 years"	"50-54"	0	18343	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Hispanic or Latino"	"2186-2"	"55-59 years"	"55-59"	0	18038	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Hispanic or Latino"	"2186-2"	"60-64 years "	"60-64"	0	15883	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Hispanic or Latino"	"2186-2"	"65-69 years"	"65-69"	0	12894	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Hispanic or Latino"	"2186-2"	"70-74 years"	"70-74"	0	9672	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Hispanic or Latino"	"2186-2"	"75-79 years"	"75-79"	0	6044	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Hispanic or Latino"	"2186-2"	"80-84 years"	"80-84"	0	3694	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Hispanic or Latino"	"2186-2"	"85-89 years"	"85-89"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Hispanic or Latino"	"2186-2"	"90-94 years"	"90-94"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Hispanic or Latino"	"2186-2"	"95-99 years"	"95-99"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Hispanic or Latino"	"2186-2"	"100+ years"	"100+"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Hispanic or Latino"	"2186-2"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Stated"	"NS"	"< 1 year"	"1"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Stated"	"NS"	"1-4 years"	"1-4"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Stated"	"NS"	"5-9 years"	"5-9"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Stated"	"NS"	"10-14 years"	"10-14"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Stated"	"NS"	"15-19 years"	"15-19"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Stated"	"NS"	"20-24 years"	"20-24"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Stated"	"NS"	"25-29 years"	"25-29"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Stated"	"NS"	"30-34 years"	"30-34"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Stated"	"NS"	"35-39 years"	"35-39"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Stated"	"NS"	"40-44 years"	"40-44"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Stated"	"NS"	"45-49 years"	"45-49"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Stated"	"NS"	"50-54 years"	"50-54"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Stated"	"NS"	"55-59 years"	"55-59"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Stated"	"NS"	"60-64 years "	"60-64"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Stated"	"NS"	"65-69 years"	"65-69"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Stated"	"NS"	"70-74 years"	"70-74"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Stated"	"NS"	"75-79 years"	"75-79"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Stated"	"NS"	"80-84 years"	"80-84"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Stated"	"NS"	"85-89 years"	"85-89"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Stated"	"NS"	"90-94 years"	"90-94"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Stated"	"NS"	"95-99 years"	"95-99"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Stated"	"NS"	"100+ years"	"100+"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"Not Stated"	"NS"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"< 1 year"	"1"	0	371827	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"1-4 years"	"1-4"	0	1590254	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"5-9 years"	"5-9"	0	2122461	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"10-14 years"	"10-14"	0	2327704	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"15-19 years"	"15-19"	0	2267361	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"20-24 years"	"20-24"	0	2119088	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"25-29 years"	"25-29"	0	2075664	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"30-34 years"	"30-34"	0	1969096	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"35-39 years"	"35-39"	0	1919491	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"40-44 years"	"40-44"	0	1856334	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"45-49 years"	"45-49"	0	1733727	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"50-54 years"	"50-54"	0	1555988	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"55-59 years"	"55-59"	0	1366762	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"60-64 years "	"60-64"	Suppressed	1119506	Suppressed
	"Unstable angina"	"I20.0"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"65-69 years"	"65-69"	0	871112	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"70-74 years"	"70-74"	0	651406	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"75-79 years"	"75-79"	0	436627	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"80-84 years"	"80-84"	0	294460	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"85-89 years"	"85-89"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"95-99 years"	"95-99"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"100+ years"	"100+"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Unstable angina"	"I20.0"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"< 1 year"	"1"	0	831485	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"1-4 years"	"1-4"	0	3590340	Unreliable
	"Unstable angina"	"I20.0"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	"5-9 years"	"5-9"	0	4849775	Unreliable
