Race	Hispanic Origin	Five-Year Age Groups	Cause of death Code	Gender	Year	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	25-29 years	I11.0	Male	1999	5	1227359	0.407378770188673
Black or African American	Not Hispanic or Latino	25-29 years	I11.0	Male	2000	5	1217250	0.410761963442185
Black or African American	Not Hispanic or Latino	25-29 years	I11.0	Male	2003	5	1156545	0.432322131866897
Black or African American	Not Hispanic or Latino	25-29 years	I11.0	Male	2004	5	1184157	0.422241307529323
Black or African American	Not Hispanic or Latino	25-29 years	I11.0	Male	2006	5	1261035	0.396499700642726
Black or African American	Not Hispanic or Latino	25-29 years	I11.0	Male	2007	5	1295064	0.386081305634316
Black or African American	Not Hispanic or Latino	25-29 years	I11.0	Male	2008	5	1326472	0.376939731860152
Black or African American	Not Hispanic or Latino	25-29 years	I11.0	Male	2009	5	1341280	0.37277824167959
Black or African American	Not Hispanic or Latino	25-29 years	I11.0	Male	2010	5	1342341	0.372483593960104
Black or African American	Not Hispanic or Latino	25-29 years	I11.0	Male	2011	5	1368360	0.365400917887106
Black or African American	Not Hispanic or Latino	25-29 years	I11.0	Male	2012	5	1400570	0.356997508157393
Black or African American	Not Hispanic or Latino	25-29 years	I11.0	Male	2013	5	1442576	0.34660218941671
Black or African American	Not Hispanic or Latino	25-29 years	I11.0	Male	2014	5	1517010	0.329595717892433
Black or African American	Not Hispanic or Latino	25-29 years	I11.0	Male	2015	5	1599040	0.31268761256754
Black or African American	Not Hispanic or Latino	25-29 years	I11.0	Male	2016	5	1683093	0.29707211663289
Black or African American	Not Hispanic or Latino	25-29 years	I11.0	Male	2017	5	1765639	0.283183595287598
Black or African American	Not Hispanic or Latino	25-29 years	I11.0	Male	2018	5	1824430	0.274058198999139
Black or African American	Not Hispanic or Latino	25-29 years	I11.0	Male	2019	5	1845874	0.270874393376796
Black or African American	Not Hispanic or Latino	25-29 years	I11.0	Male	2020	5	1830579	0.273137624762439
Black or African American	Not Hispanic or Latino	25-29 years	I11.0	Male	2021	2	1736416	0.115179772589057
Black or African American	Not Hispanic or Latino	25-29 years	I11.0	Male	2022	8	1704656	0.469302897476089
Black or African American	Not Hispanic or Latino	25-29 years	I11.9	Female	1999	5	1358176	0.368140800603162
Black or African American	Not Hispanic or Latino	25-29 years	I11.9	Female	2000	20	1345107	1.48687056122673
Black or African American	Not Hispanic or Latino	25-29 years	I11.9	Female	2001	18	1304639	1.37969200675436
Black or African American	Not Hispanic or Latino	25-29 years	I11.9	Female	2002	15	1293736	1.15943283637465
Black or African American	Not Hispanic or Latino	25-29 years	I11.9	Female	2003	21	1295263	1.62129235529773
Black or African American	Not Hispanic or Latino	25-29 years	I11.9	Female	2004	31	1324683	2.34018251913854
Black or African American	Not Hispanic or Latino	25-29 years	I11.9	Female	2005	26	1363164	1.90732736486586
Black or African American	Not Hispanic or Latino	25-29 years	I11.9	Female	2006	16	1406128	1.13787649488525
Black or African American	Not Hispanic or Latino	25-29 years	I11.9	Female	2007	23	1434645	1.60318406295634
Black or African American	Not Hispanic or Latino	25-29 years	I11.9	Female	2008	29	1454865	1.99331209424929
Black or African American	Not Hispanic or Latino	25-29 years	I11.9	Female	2009	25	1459525	1.71288604169165
Black or African American	Not Hispanic or Latino	25-29 years	I11.9	Female	2010	18	1454543	1.23750208828477
Black or African American	Not Hispanic or Latino	25-29 years	I11.9	Female	2011	21	1465672	1.43278987385991
Black or African American	Not Hispanic or Latino	25-29 years	I11.9	Female	2012	21	1482708	1.41632742252689
Black or African American	Not Hispanic or Latino	25-29 years	I11.9	Female	2013	21	1510526	1.39024419308241
Black or African American	Not Hispanic or Latino	25-29 years	I11.9	Female	2014	27	1571068	1.7185761532919
Black or African American	Not Hispanic or Latino	25-29 years	I11.9	Female	2015	31	1639497	1.89082383194358
Black or African American	Not Hispanic or Latino	25-29 years	I11.9	Female	2016	24	1707945	1.40519747415754
Black or African American	Not Hispanic or Latino	25-29 years	I11.9	Female	2017	29	1773228	1.63543548827336
Black or African American	Not Hispanic or Latino	25-29 years	I11.9	Female	2018	42	1811064	2.31907872940989
Black or African American	Not Hispanic or Latino	25-29 years	I11.9	Female	2019	37	1817908	2.03530651716148
Black or African American	Not Hispanic or Latino	25-29 years	I11.9	Female	2020	56	1789798	3.12884470761505
Black or African American	Not Hispanic or Latino	25-29 years	I11.9	Female	2021	40	1717789	2.32857469689234
Black or African American	Not Hispanic or Latino	25-29 years	I11.9	Female	2022	45	1673395	2.68914392597086
Black or African American	Not Hispanic or Latino	25-29 years	I11.9	Male	1999	21	1227359	1.71099083479243
Black or African American	Not Hispanic or Latino	25-29 years	I11.9	Male	2000	27	1217250	2.2181146025878
Black or African American	Not Hispanic or Latino	25-29 years	I11.9	Male	2001	26	1176367	2.2101946076352
Black or African American	Not Hispanic or Latino	25-29 years	I11.9	Male	2002	42	1161423	3.61625350970318
Black or African American	Not Hispanic or Latino	25-29 years	I11.9	Male	2003	40	1156545	3.45857705493517
Black or African American	Not Hispanic or Latino	25-29 years	I11.9	Male	2004	36	1184157	3.04013741421112
Black or African American	Not Hispanic or Latino	25-29 years	I11.9	Male	2005	35	1219297	2.87050652958221
Black or African American	Not Hispanic or Latino	25-29 years	I11.9	Male	2006	56	1261035	4.44079664719853
Black or African American	Not Hispanic or Latino	25-29 years	I11.9	Male	2007	60	1295064	4.63297566761179
Black or African American	Not Hispanic or Latino	25-29 years	I11.9	Male	2008	60	1326472	4.52327678232183
Black or African American	Not Hispanic or Latino	25-29 years	I11.9	Male	2009	40	1341280	2.98222593343672
Black or African American	Not Hispanic or Latino	25-29 years	I11.9	Male	2010	40	1342341	2.97986875168083
Black or African American	Not Hispanic or Latino	25-29 years	I11.9	Male	2011	43	1368360	3.14244789382911
Black or African American	Not Hispanic or Latino	25-29 years	I11.9	Male	2012	49	1400570	3.49857557994245
Black or African American	Not Hispanic or Latino	25-29 years	I11.9	Male	2013	59	1442576	4.08990583511718
Black or African American	Not Hispanic or Latino	25-29 years	I11.9	Male	2014	83	1517010	5.47128891701439
Black or African American	Not Hispanic or Latino	25-29 years	I11.9	Male	2015	60	1599040	3.75225135081049
Black or African American	Not Hispanic or Latino	25-29 years	I11.9	Male	2016	59	1683093	3.5054509762681
Black or African American	Not Hispanic or Latino	25-29 years	I11.9	Male	2017	70	1765639	3.96457033402638
Black or African American	Not Hispanic or Latino	25-29 years	I11.9	Male	2018	84	1824430	4.60417774318554
Black or African American	Not Hispanic or Latino	25-29 years	I11.9	Male	2019	102	1845874	5.52583762488664
Black or African American	Not Hispanic or Latino	25-29 years	I11.9	Male	2020	121	1830579	6.60993051925101
Black or African American	Not Hispanic or Latino	25-29 years	I11.9	Male	2021	121	1736416	6.96837624163795
Black or African American	Not Hispanic or Latino	25-29 years	I11.9	Male	2022	93	1704656	5.45564618315954
Black or African American	Not Hispanic or Latino	25-29 years	I12.0	Female	1999	5	1358176	0.368140800603162
Black or African American	Not Hispanic or Latino	25-29 years	I12.0	Female	2000	5	1345107	0.371717640306682
Black or African American	Not Hispanic or Latino	25-29 years	I12.0	Female	2001	11	1304639	0.843145115238775
Black or African American	Not Hispanic or Latino	25-29 years	I12.0	Female	2002	10	1293736	0.77295522424977
Black or African American	Not Hispanic or Latino	25-29 years	I12.0	Female	2003	5	1295263	0.386021989356602
Black or African American	Not Hispanic or Latino	25-29 years	I12.0	Female	2004	5	1324683	0.377448793409442
Black or African American	Not Hispanic or Latino	25-29 years	I12.0	Female	2005	12	1363164	0.880304937630395
Black or African American	Not Hispanic or Latino	25-29 years	I12.0	Female	2006	5	1406128	0.355586404651639
Black or African American	Not Hispanic or Latino	25-29 years	I12.0	Female	2007	5	1434645	0.348518274555726
Black or African American	Not Hispanic or Latino	25-29 years	I12.0	Female	2008	15	1454865	1.0310234970255
Black or African American	Not Hispanic or Latino	25-29 years	I12.0	Female	2009	14	1459525	0.959216183347322
Black or African American	Not Hispanic or Latino	25-29 years	I12.0	Female	2010	14	1454543	0.962501624221491
Black or African American	Not Hispanic or Latino	25-29 years	I12.0	Female	2011	5	1465672	0.341140446157121
Black or African American	Not Hispanic or Latino	25-29 years	I12.0	Female	2012	5	1482708	0.337220814887355
Black or African American	Not Hispanic or Latino	25-29 years	I12.0	Female	2013	15	1510526	0.993031566487435
Black or African American	Not Hispanic or Latino	25-29 years	I12.0	Female	2014	13	1571068	0.82746259232573
Black or African American	Not Hispanic or Latino	25-29 years	I12.0	Female	2015	10	1639497	0.609943171594703
Black or African American	Not Hispanic or Latino	25-29 years	I12.0	Female	2016	12	1707945	0.70259873707877
Black or African American	Not Hispanic or Latino	25-29 years	I12.0	Female	2017	5	1773228	0.281971635909201
Black or African American	Not Hispanic or Latino	25-29 years	I12.0	Female	2018	14	1811064	0.773026243136631
Black or African American	Not Hispanic or Latino	25-29 years	I12.0	Female	2019	14	1817908	0.770115979466508
Black or African American	Not Hispanic or Latino	25-29 years	I12.0	Female	2020	12	1789798	0.670466723060368
Black or African American	Not Hispanic or Latino	25-29 years	I12.0	Female	2021	11	1717789	0.640358041645394
Black or African American	Not Hispanic or Latino	25-29 years	I12.0	Female	2022	14	1673395	0.836622554746489
Black or African American	Not Hispanic or Latino	25-29 years	I12.0	Male	1999	5	1227359	0.407378770188673
Black or African American	Not Hispanic or Latino	25-29 years	I12.0	Male	2000	5	1217250	0.410761963442185
Black or African American	Not Hispanic or Latino	25-29 years	I12.0	Male	2001	11	1176367	0.935082333999509
Black or African American	Not Hispanic or Latino	25-29 years	I12.0	Male	2002	5	1161423	0.43050637020276
Black or African American	Not Hispanic or Latino	25-29 years	I12.0	Male	2003	10	1156545	0.864644263733793
Black or African American	Not Hispanic or Latino	25-29 years	I12.0	Male	2004	13	1184157	1.09782739957624
Black or African American	Not Hispanic or Latino	25-29 years	I12.0	Male	2005	12	1219297	0.984173667285329
Black or African American	Not Hispanic or Latino	25-29 years	I12.0	Male	2006	11	1261035	0.872299341413997
Black or African American	Not Hispanic or Latino	25-29 years	I12.0	Male	2007	5	1295064	0.386081305634316
Black or African American	Not Hispanic or Latino	25-29 years	I12.0	Male	2008	12	1326472	0.904655356464366
Black or African American	Not Hispanic or Latino	25-29 years	I12.0	Male	2009	13	1341280	0.969223428366933
Black or African American	Not Hispanic or Latino	25-29 years	I12.0	Male	2010	13	1342341	0.96845734429627
Black or African American	Not Hispanic or Latino	25-29 years	I12.0	Male	2011	5	1368360	0.365400917887106
Black or African American	Not Hispanic or Latino	25-29 years	I12.0	Male	2012	13	1400570	0.928193521209222
Black or African American	Not Hispanic or Latino	25-29 years	I12.0	Male	2013	5	1442576	0.34660218941671
Black or African American	Not Hispanic or Latino	25-29 years	I12.0	Male	2014	5	1517010	0.329595717892433
Black or African American	Not Hispanic or Latino	25-29 years	I12.0	Male	2015	5	1599040	0.31268761256754
Black or African American	Not Hispanic or Latino	25-29 years	I12.0	Male	2016	20	1683093	1.18828846653156
Black or African American	Not Hispanic or Latino	25-29 years	I12.0	Male	2017	11	1765639	0.623003909632717
Black or African American	Not Hispanic or Latino	25-29 years	I12.0	Male	2018	10	1824430	0.548116397998279
Black or African American	Not Hispanic or Latino	25-29 years	I12.0	Male	2019	5	1845874	0.270874393376796
Black or African American	Not Hispanic or Latino	25-29 years	I12.0	Male	2020	14	1830579	0.764785349334828
Black or African American	Not Hispanic or Latino	25-29 years	I12.0	Male	2021	13	1736416	0.74866852182887
Black or African American	Not Hispanic or Latino	25-29 years	I12.0	Male	2022	23	1704656	1.34924583024376
Black or African American	Not Hispanic or Latino	25-29 years	I12.9	Female	2002	5	1293736	0.386477612124885
Black or African American	Not Hispanic or Latino	25-29 years	I12.9	Female	2005	5	1363164	0.366793724012665
Black or African American	Not Hispanic or Latino	25-29 years	I12.9	Female	2006	5	1406128	0.355586404651639
Black or African American	Not Hispanic or Latino	25-29 years	I12.9	Female	2009	5	1459525	0.342577208338329
Black or African American	Not Hispanic or Latino	25-29 years	I12.9	Female	2014	5	1571068	0.318254843202204
Black or African American	Not Hispanic or Latino	25-29 years	I12.9	Female	2016	5	1707945	0.292749473782821
Black or African American	Not Hispanic or Latino	25-29 years	I12.9	Female	2018	5	1811064	0.276080801120225
Black or African American	Not Hispanic or Latino	25-29 years	I12.9	Female	2019	5	1817908	0.275041421238038
Black or African American	Not Hispanic or Latino	25-29 years	I12.9	Male	2002	5	1161423	0.43050637020276
Black or African American	Not Hispanic or Latino	25-29 years	I12.9	Male	2010	5	1342341	0.372483593960104
Black or African American	Not Hispanic or Latino	25-29 years	I12.9	Male	2011	5	1368360	0.365400917887106
Black or African American	Not Hispanic or Latino	25-29 years	I12.9	Male	2015	5	1599040	0.31268761256754
Black or African American	Not Hispanic or Latino	25-29 years	I12.9	Male	2019	5	1845874	0.270874393376796
Black or African American	Not Hispanic or Latino	25-29 years	I13.0	Female	2019	5	1817908	0.275041421238038
Black or African American	Not Hispanic or Latino	25-29 years	I13.0	Male	2013	5	1442576	0.34660218941671
Black or African American	Not Hispanic or Latino	25-29 years	I13.0	Male	2016	5	1683093	0.29707211663289
Black or African American	Not Hispanic or Latino	25-29 years	I13.0	Male	2018	5	1824430	0.274058198999139
Black or African American	Not Hispanic or Latino	25-29 years	I13.0	Male	2019	5	1845874	0.270874393376796
Black or African American	Not Hispanic or Latino	25-29 years	I13.0	Male	2022	6	1704656	0.351977173107067
Black or African American	Not Hispanic or Latino	25-29 years	I13.1	Female	1999	5	1358176	0.368140800603162
Black or African American	Not Hispanic or Latino	25-29 years	I13.1	Female	2000	5	1345107	0.371717640306682
Black or African American	Not Hispanic or Latino	25-29 years	I13.1	Female	2001	5	1304639	0.383247779653989
